Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,515,100,7522635,47.0165,7522635,0,305,0.00190625,95,0,0.01,0,0.003,16.379,16.377,0.013,16.377,32.81,0,0,0.013,0,41.6667,2504,325.417,690.811,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,515,100,266770,1.66731,338793,0,305,0.00190625,3304,1315,0.015,0,0.006,0.596,0.593,0.026,0.593,1.287,0,0,0.024,0,44,996,135.24,226.64,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,515,100,4781957,29.8872,4781957,0,305,0.00190625,3613,95,0.011,0,0.002,11.03,11.03,0.014,11.03,22.123,0,0,0.013,0,33.3333,2504,236.733,611.336,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,515,100,887583,5.54739,887583,0,305,0.00190625,3236,202,0.018,0,0.005,2.025,2.021,0.002,2.021,4.101,0,0,0.001,0,91.6667,2323,380.167,580.738,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,515,100,312232,1.95145,314034,0,305,0.00190625,3236,2229,0.018,0,0.006,0.69,0.688,0.003,0.688,1.437,0,0,0.002,0,141.667,286,211.25,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,530,100,6086630,38.0414,6086630,0,305,0.00190625,105,0,0.012,0,0.002,13.535,13.535,0.01,13.535,27.122,0,0,0.01,0,33.3333,2518,324.583,680.51,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,530,100,281540,1.75962,335943,0,305,0.00190625,3341,506,0.011,0,0.006,0.626,0.625,0.027,0.625,1.346,0,0.001,0.025,0,44,1122,166.12,297.547,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,530,100,5090160,31.8135,5090160,0,305,0.00190625,3970,105,0.015,0,0.006,11.451,11.451,0.012,11.451,22.972,0,0,0.011,0,30.7692,2518,282.615,662.535,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,530,100,1021840,6.3865,1021840,0,305,0.00190625,3242,185,0.01,0,0.006,2.371,2.366,0.003,2.366,4.783,0,0,0.003,0,91.6667,2457,381.083,619.214,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,530,100,340862,2.13039,341290,0,305,0.00190625,3242,2597,0.012,0,0.006,0.763,0.761,0.004,0.761,1.572,0,0,0.003,0,150,343,180.083,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,545,100,14835285,92.7205,14835285,0,305,0.00190625,59,0,0.01,0,0.002,33.024,33.024,0.014,33.024,66.101,0,0,0.014,0,66.6667,3658,328.417,1004.88,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,545,100,180863,1.13039,204402,0,305,0.00190625,3428,1120,0.018,0,0.007,0.401,0.397,0.026,0.397,0.906,0,0,0.024,0,39.1304,1047,150.087,241.625,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,545,100,2314303,14.4644,2314303,0,305,0.00190625,3253,59,0.013,0,0.002,4.956,4.955,0.02,4.955,9.992,0,0,0.019,0,60.8696,296,57.5652,88.8486,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,545,100,1097927,6.86204,1097927,0,305,0.00190625,3255,182,0.012,0,0.005,2.413,2.409,0.003,2.409,4.866,0,0,0.003,0,100,2448,380.25,619.248,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,545,100,397879,2.48674,398537,0,305,0.00190625,3255,2918,0.012,0,0.006,0.859,0.858,0.003,0.858,1.762,0,0,0.003,0,150,382,152.25,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,560,100,14840320,92.752,14840320,0,305,0.00190625,60,0,0.01,0,0.002,33.288,33.288,0.013,33.288,66.63,0,0,0.013,0,66.6667,3658,328.333,1004.9,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,560,100,330409,2.06506,431521,0,305,0.00190625,3148,396,0.013,0,0.009,0.777,0.774,0.026,0.774,1.652,0,0,0.024,0,56.5217,1958,193.739,434.937,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,560,100,2345828,14.6614,2345828,0,305,0.00190625,3229,60,0.012,0,0.002,5.196,5.196,0.021,5.196,10.472,0,0,0.021,0,60.8696,320,58.5652,91.715,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,560,100,1072541,6.70338,1072541,0,305,0.00190625,3219,526,0.012,0,0.004,2.451,2.448,0.003,2.447,4.94,0,0,0.002,0,100,2187,354.583,566.873,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,560,100,597656,3.73535,599048,0,305,0.00190625,3219,2162,0.014,0,0.006,1.369,1.367,0.006,1.366,2.791,0,0,0.005,0,158.333,331,218.25,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,575,100,14202575,88.7661,14202575,0,305,0.00190625,59,0,0.013,0,0.002,31.19,31.19,0.011,31.19,62.434,0,0,0.011,0,54.5455,3470,358.273,987.475,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,575,100,532126,3.32579,539926,0,305,0.00190625,3182,389,0.02,0,0.007,1.182,1.179,0.027,1.179,2.472,0,0,0.025,0,54.5455,2046,201.318,458.011,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,575,100,2244188,14.0262,2244188,0,305,0.00190625,3487,59,0.015,0,0.002,5.051,5.05,0.021,5.05,10.189,0,0,0.02,0,50,279,63.15,88.3353,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,575,100,1115478,6.97174,1115478,0,305,0.00190625,3273,545,0.011,0,0.005,2.507,2.503,0.003,2.503,5.055,0,0,0.002,0,100,2205,380.182,589.18,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,575,100,601114,3.75696,601546,0,305,0.00190625,3273,2266,0.011,0,0.007,1.319,1.316,0.003,1.316,2.68,0,0,0.003,0,154.545,350,223.727,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,590,100,14926710,93.2919,14926710,0,305,0.00190625,129,0,0.01,0,0.002,34.055,34.055,0.013,34.055,68.16,0,0,0.013,0,63.6364,3692,351.909,1056.57,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,590,100,229858,1.43661,283049,0,305,0.00190625,3300,569,0.011,0,0.006,0.511,0.508,0.026,0.508,1.11,0,0,0.024,0,45.4545,1959,187.773,416.525,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,590,100,2325486,14.5343,2325486,0,305,0.00190625,3235,129,0.012,0,0.001,5.076,5.076,0.021,5.076,10.233,0,0,0.019,0,55,315,62.15,94.5607,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,590,100,1169761,7.31101,1169761,0,305,0.00190625,3163,171,0.013,0,0.004,2.598,2.595,0.003,2.595,5.236,0,0,0.002,0,100,2234,424.182,578.065,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,590,100,767190,4.79494,770710,0,305,0.00190625,3163,1096,0.01,0,0.009,1.694,1.692,0.003,1.692,3.435,0,0,0.002,0,136.364,738,340.091,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,605,100,14911385,93.1962,14911385,0,305,0.00190625,129,0,0.018,0,0.002,33.642,33.642,0.011,33.642,67.349,0,0,0.011,0,63.6364,3692,351.909,1056.61,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,605,100,654232,4.08895,656377,0,305,0.00190625,3345,538,0.016,0,0.007,1.512,1.509,0.024,1.508,3.122,0,0,0.022,0,54.5455,1915,187.136,424.66,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,605,100,2375115,14.8445,2375115,0,305,0.00190625,3257,129,0.012,0,0.002,5.381,5.381,0.022,5.381,10.846,0,0,0.021,0,50,295,60.85,81.3193,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,605,100,1111808,6.9488,1111808,0,305,0.00190625,3106,161,0.017,0,0.004,2.604,2.601,0.003,2.6,5.257,0,0,0.002,0,100,2337,430.273,603.068,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,605,100,983836,6.14898,987700,0,305,0.00190625,3106,880,0.015,0,0.006,2.324,2.32,0.003,2.32,4.698,0,0,0.002,0,145.455,742,364.909,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,620,100,15108400,94.4275,15108400,0,305,0.00190625,37,0,0.018,0,0.002,34.038,34.038,0.012,34.038,68.141,0,0,0.012,0,81.8182,3743,360.273,1071.56,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,620,100,797034,4.98146,954995,0,305,0.00190625,3335,428,0.017,0,0.006,1.768,1.762,0.024,1.762,3.632,0,0,0.022,0,47.619,2682,201.762,585.612,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,620,100,2771660,17.3229,2771660,0,305,0.00190625,3135,37,0.018,0,0.002,6.095,6.095,0.022,6.095,12.284,0,0,0.022,0,55,305,69.5,99.3068,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,620,100,814495,5.09059,814495,0,305,0.00190625,3244,146,0.01,0,0.005,1.829,1.827,0.004,1.827,3.696,0,0,0.003,0,90.9091,2365,419.091,615.577,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,620,100,957556,5.98473,966516,0,305,0.00190625,3244,778,0.011,0,0.006,2.091,2.09,0.003,2.09,4.227,0,0,0.003,0,145.455,810,361.636,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,635,100,15155515,94.722,15155515,0,305,0.00190625,82,0,0.013,0,0.002,34.27,34.27,0.011,34.27,68.595,0,0,0.01,0,63.6364,3743,356.182,1071.34,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,635,100,727699,4.54812,849065,0,305,0.00190625,3268,461,0.01,0,0.007,1.667,1.663,0.028,1.661,3.424,0,0,0.026,0,42.8571,2332,203.381,513.212,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,635,100,2601596,16.26,2601596,0,305,0.00190625,3127,82,0.016,0,0.002,5.777,5.777,0.02,5.777,11.642,0,0,0.02,0,40,355,67.7,100.903,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,635,100,820644,5.12903,820644,0,305,0.00190625,3428,118,0.017,0,0.004,1.915,1.91,0.003,1.91,3.881,0,0,0.002,0,90.9091,2363,404.909,626.809,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,635,100,727758,4.54849,734788,0,305,0.00190625,3428,1649,0.012,0,0.006,1.665,1.663,0.003,1.663,3.373,0,0,0.002,0,136.364,252,265.727,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,650,100,15166350,94.7897,15166350,0,305,0.00190625,76,0,0.014,0,0.001,34.12,34.12,0.01,34.12,68.296,0,0,0.01,0,63.6364,3743,356.727,1071.2,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,650,100,530044,3.31277,686333,0,305,0.00190625,3260,665,0.015,0,0.006,1.176,1.174,0.025,1.174,2.447,0,0,0.023,0,42.8571,2292,194.048,491.66,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,650,100,2597666,16.2354,2597666,0,305,0.00190625,3175,76,0.01,0,0.002,5.656,5.656,0.023,5.656,11.392,0,0,0.023,0,45,309,65.6,94.7821,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,650,100,1086141,6.78838,1086141,0,305,0.00190625,3218,118,0.015,0,0.005,2.491,2.488,0.002,2.488,5.03,0,0,0.002,0,90.9091,2531,424,664.833,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,650,100,839464,5.24665,840751,0,305,0.00190625,3218,1183,0.02,0,0.006,1.92,1.916,0.003,1.916,3.9,0,0,0.002,0,136.364,310,327.182,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,665,100,15195440,94.9715,15195440,0,305,0.00190625,49,0,0.011,0,0.002,33.994,33.994,0.013,33.994,68.041,0,0,0.012,0,63.6364,3743,359.182,1070.62,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,665,100,683364,4.27102,700842,0,305,0.00190625,3209,217,0.013,0,0.007,1.518,1.513,0.024,1.513,3.124,0,0,0.022,0,42.8571,2992,217.81,632.534,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,665,100,2552866,15.9554,2552866,0,305,0.00190625,3066,49,0.01,0,0.002,5.484,5.484,0.024,5.484,11.05,0,0,0.023,0,50,417,72.4,118.319,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,665,100,1194998,7.46874,1194998,0,305,0.00190625,3203,195,0.013,0,0.004,2.625,2.622,0.002,2.622,5.292,0,0,0.001,0,100,2568,418.364,679.538,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,665,100,947668,5.92293,947668,0,305,0.00190625,3203,1095,0.012,0,0.007,2.042,2.039,0.003,2.038,4.129,0,0,0.003,0,136.364,347,336.545,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,680,100,15200480,95.003,15200480,0,305,0.00190625,49,0,0.012,0,0.002,32.923,32.923,0.011,32.923,65.897,0,0,0.011,0,55.5556,3743,439,1168.72,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,680,100,292847,1.83029,304460,0,305,0.00190625,3237,555,0.016,0,0.006,0.637,0.636,0.026,0.636,1.373,0,0,0.024,0,36.8421,2656,221.474,586.438,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,680,100,2610616,16.3163,2610616,0,305,0.00190625,3066,49,0.011,0,0.002,6.229,6.229,0.022,6.229,12.543,0,0,0.021,0,50,417,80.4444,123.437,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,680,100,1253750,7.83594,1253750,0,305,0.00190625,3203,203,0.01,0,0.006,2.874,2.871,0.003,2.871,5.788,0,0,0.003,0,88.8889,2611,510.444,726.621,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,680,100,553689,3.46056,553689,0,305,0.00190625,3203,2299,0.012,0,0.006,1.183,1.177,0.003,1.177,2.411,0,0,0.002,0,133.333,382,277.556,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,695,100,15122975,94.5186,15122975,0,305,0.00190625,34,0,0.01,0,0.002,32.281,32.281,0.014,32.281,64.616,0,0,0.014,0,44.4444,3693,440.667,1150.94,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,695,100,403556,2.52223,429522,0,305,0.00190625,3357,402,0.013,0,0.006,0.891,0.886,0.025,0.886,1.87,0,0,0.023,0,31.5789,2754,223.211,609.073,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,695,100,2601336,16.2584,2601336,0,305,0.00190625,3103,34,0.012,0,0.001,5.872,5.871,0.021,5.871,11.825,0,0,0.02,0,41.1765,380,86.5294,125.603,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,695,100,1281080,8.00675,1281232,0,305,0.00190625,3202,199,0.015,0,0.004,2.925,2.921,0.003,2.92,5.896,0,0,0.002,0,88.8889,2627,511,731.406,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,695,100,558242,3.48901,558242,0,305,0.00190625,3202,2299,0.012,0,0.005,1.215,1.215,0.003,1.215,2.472,0,0,0.002,0,133.333,404,277.667,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,710,100,15005120,93.782,15005120,0,305,0.00190625,34,0,0.01,0,0.002,32.481,32.481,0.014,32.481,65.016,0,0,0.014,0,44.4444,3632,440.667,1129.98,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,710,100,299357,1.87098,374742,0,305,0.00190625,3307,352,0.011,0,0.007,0.662,0.66,0.026,0.66,1.414,0,0,0.024,0,42.1053,2107,228.474,489.364,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,710,100,2650686,16.5668,2650686,0,305,0.00190625,3132,34,0.012,0,0.002,5.786,5.786,0.021,5.786,11.652,0,0,0.021,0,41.1765,380,88.4118,123.946,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,710,100,1331124,8.31953,1331272,0,305,0.00190625,3243,198,0.013,0,0.005,3.009,3.007,0.003,3.007,6.062,0,0,0.003,0,88.8889,2663,506.556,749.407,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,710,100,574727,3.59204,574727,0,305,0.00190625,3243,2352,0.01,0,0.007,1.25,1.248,0.004,1.248,2.542,0,0,0.003,0,133.333,432,267.222,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,725,100,15015200,93.845,15015200,0,305,0.00190625,34,0,0.013,0,0.002,32.641,32.641,0.011,32.641,65.337,0,0,0.011,0,44.4444,3632,440.667,1129.98,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,725,100,547887,3.42429,569149,0,305,0.00190625,3310,558,0.017,0,0.006,1.221,1.216,0.025,1.216,2.542,0,0,0.023,0,36.8421,2539,217.474,561.55,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,725,100,2641670,16.5104,2641670,0,305,0.00190625,3132,34,0.011,0,0.002,5.73,5.73,0.023,5.73,11.54,0,0,0.021,0,41.1765,380,88.4118,123.868,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,725,100,1342934,8.39334,1342934,0,305,0.00190625,3242,208,0.013,0,0.004,2.978,2.975,0.003,2.975,5.999,0,0.001,0.003,0,100,2643,505.556,743.704,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,725,100,454738,2.84211,454738,0,305,0.00190625,3242,2931,0.012,0,0.005,1.004,1.003,0.003,1.003,2.05,0,0,0.002,0,144.444,454,203,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,740,100,15106780,94.4174,15106780,0,305,0.00190625,34,0,0.011,0,0.001,33.312,33.312,0.013,33.312,66.676,0,0.001,0.012,0,55.5556,3657,440.667,1138.87,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,740,100,467058,2.91911,556287,0,305,0.00190625,3300,284,0.014,0,0.008,1.077,1.075,0.024,1.075,2.246,0,0,0.022,0,33.3333,1534,245.333,405.598,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,740,100,2661388,16.6337,2661388,0,305,0.00190625,3122,34,0.013,0,0.002,5.764,5.764,0.021,5.764,11.61,0,0,0.02,0,41.1765,306,87.4706,112.763,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,740,100,1309702,8.18564,1309702,0,305,0.00190625,3178,144,0.012,0,0.004,3.024,3.02,0.004,3.02,6.088,0,0,0.003,0,100,2304,519.778,642.682,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,740,100,713224,4.45765,713224,0,305,0.00190625,3178,2199,0.017,0,0.007,1.598,1.596,0.002,1.596,3.25,0,0,0.002,0,122.222,404,291.444,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,755,100,15116485,94.478,15116485,0,305,0.00190625,34,0,0.017,0,0.002,34.058,34.058,0.011,34.058,68.177,0,0,0.011,0,55.5556,3657,440.667,1138.87,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,755,100,404691,2.52932,447212,0,305,0.00190625,3251,1912,0.016,0,0.006,0.873,0.873,0.025,0.873,1.842,0,0,0.023,0,33.3333,1510,157.611,338.901,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,755,100,2840400,17.7525,2840400,0,305,0.00190625,3132,34,0.016,0,0.002,6.103,6.103,0.021,6.103,12.298,0,0,0.02,0,41.1765,311,86.8824,113.9,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,755,100,1418968,8.86855,1418968,0,305,0.00190625,3162,111,0.014,0,0.004,3.173,3.171,0.003,3.171,6.39,0,0,0.002,0,100,2337,525.222,643.31,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,755,100,759366,4.74604,759800,0,305,0.00190625,3162,2205,0.012,0,0.006,1.645,1.641,0.003,1.641,3.333,0,0,0.003,0,122.222,423,292.556,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,770,100,15014650,93.8416,15014650,0,305,0.00190625,34,0,0.01,0,0.002,32.528,32.528,0.011,32.528,65.103,0,0,0.01,0,55.5556,3591,440.667,1116.62,1,1
